Day	Month	Year	Tmin(c)	Tmax(c)	Prcp(mm)	Et0(mm)
1	1	2018	-32.05	-14.16	0.0	0.1706036793777014
2	1	2018	-22.11	-4.55	0.0	0.3230737429464754
3	1	2018	-14.02	-1.66	0.0	0.342898124882591
4	1	2018	-13.9	-4.94	0.0	0.2435914183401152
5	1	2018	-13.57	-5.42	0.0	0.2241284560893807
6	1	2018	-10.84	2.69	0.0	0.4444344803419355
7	1	2018	-7.92	2.3	0.0	0.3785993573974632
8	1	2018	-9.7	-1.1	0.0	0.2906083671063052
9	1	2018	-9.89	1.97	0.0	0.4065651500402274
10	1	2018	-23.61	-14.73	0.61	0.1359438351325139
11	1	2018	-28.88	-21.75	0.0	0.0734288954826191
12	1	2018	-31.58	-20.18	0.0	0.103603982643769
13	1	2018	-27.24	-7.32	0.0	0.2783825777173654
14	1	2018	-22.45	-8.16	0.0	0.25470627183655
15	1	2018	-29.42	-15.3	0.0	0.1581137756848344
16	1	2018	-21.22	-0.24	0.0	0.4323956362618223
17	1	2018	-9.12	3.76	0.0	0.4694845592294487
18	1	2018	-6.79	7.7	0.0	0.6135013583245409
19	1	2018	-5.01	4.68	0.0	0.4200831560728347
20	1	2018	-8.63	1.74	0.0	0.3857697187921308
21	1	2018	-12.08	0.37	0.0	0.399329273127018
22	1	2018	-10.94	4.74	0.0	0.561725620963391
23	1	2018	-11.17	1.1	0.0	0.4137880897989103
24	1	2018	-10.78	-0.45	0.0	0.3521837854692439
25	1	2018	-8.65	1.3	0.0	0.3761766345600815
26	1	2018	-12.24	-5.07	0.49	0.2234126908612479
27	1	2018	-18.62	-12.89	0.0	0.1222234487478344
28	1	2018	-21.04	-13.09	0.39	0.150952316346192
29	1	2018	-22.1	-2.19	0.0	0.4026981035134548
30	1	2018	-12.02	4.72	0.0	0.6208297006439002
31	1	2018	-22.59	-12.89	0.0	0.1736439304585771
1	2	2018	-25.94	-14.18	0.0	0.1740908736007699
2	2	2018	-21.45	-16.33	3.97	0.0885969833898713
3	2	2018	-27.74	-19.72	1.37	0.1004431999019638
4	2	2018	-29.28	-16.26	0.0	0.157581135386901
5	2	2018	-27.03	-15.67	0.0	0.1585889757139192
6	2	2018	-28.94	-17.15	0.0	0.1453331725356989
7	2	2018	-27.48	-12.91	0.0	0.2065965509348459
8	2	2018	-26.77	-17.08	0.0	0.1366834836393833
9	2	2018	-29.22	-16.5	0.0	0.1576630041651139
10	2	2018	-21.57	-9.88	0.0	0.242273557389744
11	2	2018	-27.79	-14.99	0.0	0.177373410510245
12	2	2018	-33.06	-12.89	0.0	0.2116258469474039
13	2	2018	-19.39	2.0	0.0	0.6517927703020016
14	2	2018	-12.89	1.13	1.74	0.6425202279098037
15	2	2018	-25.96	-12.67	0.0	0.2149578851202954
16	2	2018	-20.75	-3.65	0.0	0.4626914032164865
17	2	2018	-18.85	-10.04	0.0	0.2211131774503842
18	2	2018	-23.06	-12.62	0.0	0.2026678337784936
19	2	2018	-28.03	-13.22	0.0	0.2239494972545962
20	2	2018	-23.92	-11.76	0.0	0.2442530612886544
21	2	2018	-28.7	-9.82	0.0	0.3033705203503982
22	2	2018	-25.07	-9.04	0.0	0.3325220005851461
23	2	2018	-19.74	-6.85	0.0	0.3912590484809592
24	2	2018	-15.89	-1.95	0.0	0.5841756650510911
25	2	2018	-16.88	-0.86	0.0	0.6394396864562404
26	2	2018	-14.63	-4.01	0.0	0.4659697208827339
27	2	2018	-14.29	-1.17	0.0	0.6256983701846474
28	2	2018	-13.6	0.76	0.0	0.7359066947638359
1	3	2018	-18.4	-1.26	0.0	0.6436603795335828
2	3	2018	-12.23	-3.72	0.0	0.448450562042026
3	3	2018	-7.43	-3.87	3.59	0.1535510252706912
4	3	2018	-10.33	-4.87	7.91	0.2077903607145145
5	3	2018	-14.0	-8.73	0.0	0.1812617729428499
6	3	2018	-17.72	-7.88	0.0	0.3343870848194046
7	3	2018	-23.67	-5.33	0.0	0.4722015799127825
8	3	2018	-24.14	-7.6	0.0	0.4037715150201413
9	3	2018	-12.17	0.23	0.0	0.7076966434428518
10	3	2018	-11.63	-1.6	0.0	0.5780525959845608
11	3	2018	-14.08	2.39	0.0	0.854378347035855
12	3	2018	-16.57	-0.13	0.0	0.7287566630696765
13	3	2018	-16.36	2.55	0.0	0.8568656111415851
14	3	2018	-15.99	-0.49	0.0	0.7263156538382671
15	3	2018	-10.02	-2.58	0.0	0.4704543521988833
16	3	2018	-6.58	2.15	0.0	0.7590533730313708
17	3	2018	-4.92	1.07	3.4	0.3889512300147337
18	3	2018	-5.13	1.44	0.68	0.5707430769482756
19	3	2018	-7.9	0.31	0.0	0.6377659557504874
20	3	2018	-8.67	2.27	0.0	0.8552967107625087
21	3	2018	-10.65	2.96	0.0	0.9484055222077336
22	3	2018	-8.32	1.33	0.0	0.7847639526196778
23	3	2018	-5.04	0.92	4.25	0.4047919262682916
24	3	2018	-9.25	2.99	0.0	0.9613856756723524
25	3	2018	-5.75	1.97	0.0	0.7583629962570262
26	3	2018	-7.06	4.83	0.0	1.1045699250558303
27	3	2018	-8.8	5.66	0.0	1.1887578670498955
28	3	2018	-11.42	-1.14	0.73	0.7474534968841526
29	3	2018	-17.85	-4.61	0.82	0.6147642469506771
30	3	2018	-22.07	-12.73	0.0	0.2902193365849748
31	3	2018	-21.83	-9.86	0.0	0.4186084703745916
1	4	2018	-18.49	-5.17	0.0	0.6162662488459985
2	4	2018	-19.68	-5.34	0.0	0.6083072974772029
3	4	2018	-15.93	-3.2	0.0	0.7110981305838254
4	4	2018	-17.63	-2.16	0.0	0.7649474306943982
5	4	2018	-17.54	-7.58	0.0	0.4802808807412077
6	4	2018	-22.53	-9.31	0.0	0.4557252197765211
7	4	2018	-20.36	-4.54	0.0	0.6596435990842326
8	4	2018	-11.29	-2.71	0.0	0.67900430046816
9	4	2018	-6.66	1.54	0.0	0.8998366298307875
10	4	2018	-9.08	7.5	0.0	1.3734545392106587
11	4	2018	-2.5	3.06	0.89	0.7946327061651025
12	4	2018	-3.53	-0.02	0.0	0.3936805921530361
13	4	2018	-3.43	1.26	0.0	0.6417067137917091
14	4	2018	-3.28	7.51	0.0	1.4454417026443092
15	4	2018	-2.83	9.99	0.0	1.6066179959372229
16	4	2018	-1.22	5.71	4.16	0.918568706367814
17	4	2018	-1.77	2.04	5.48	0.3273815657408956
18	4	2018	-5.41	9.53	0.0	1.5752241455938931
19	4	2018	-2.28	12.26	0.0	1.7646309502369149
20	4	2018	-0.1	18.69	0.0	2.1678096518515884
21	4	2018	1.04	20.3	0.0	2.277618617448825
22	4	2018	1.9	14.5	0.0	1.9101506944296112
23	4	2018	-1.0	13.08	0.0	1.823766880176824
24	4	2018	-1.89	20.0	0.0	2.217603219896704
25	4	2018	3.05	17.38	0.0	2.0401939482221367
26	4	2018	-1.09	22.3	0.0	2.283627773403472
27	4	2018	-0.96	16.58	0.0	1.9747109541462329
28	4	2018	1.42	26.19	0.0	2.5454160756107567
29	4	2018	6.07	21.77	0.0	2.3277827099481403
30	4	2018	0.45	11.23	0.0	1.5328506657199394
1	5	2018	-3.22	16.61	0.0	1.957287808138351
2	5	2018	1.15	18.22	0.0	2.1019827110786293
3	5	2018	5.93	21.8	0.0	2.34438021374501
4	5	2018	4.9	24.28	0.0	2.5129691831499272
5	5	2018	6.28	24.5	0.0	2.5312545755211673
6	5	2018	3.98	27.23	0.0	2.6834671547899656
7	5	2018	11.03	26.51	0.0	2.638311153696679
8	5	2018	9.33	18.33	6.35	1.618637269030586
9	5	2018	3.78	13.61	0.0	1.6180479522714375
10	5	2018	3.37	11.89	2.85	1.1078373215581423
11	5	2018	4.52	10.62	2.31	0.7135732547454344
12	5	2018	3.32	17.61	0.0	2.0760068593074847
13	5	2018	5.56	26.36	0.0	2.674720849936093
14	5	2018	4.41	24.48	0.0	2.5470593932213577
15	5	2018	12.03	31.85	0.0	3.028299277424874
16	5	2018	8.84	28.71	0.0	2.8286932156995666
17	5	2018	7.32	15.72	0.0	1.4822470219210462
18	5	2018	4.47	17.88	0.0	2.0620611837382112
19	5	2018	1.01	21.47	0.0	2.3361984417041137
20	5	2018	2.27	24.58	0.0	2.5468226447505433
21	5	2018	9.68	29.82	0.0	2.914611210521591
22	5	2018	9.8	27.3	0.0	2.7289037059739507
23	5	2018	8.51	28.89	3.71	2.6120367666282225
24	5	2018	11.11	26.56	2.34	2.3471850373193996
25	5	2018	10.71	28.45	0.0	2.81275869640022
26	5	2018	10.09	30.69	0.0	2.989431576559465
27	5	2018	10.51	26.06	0.0	2.635208410885371
28	5	2018	9.46	30.1	0.0	2.963250587799547
29	5	2018	12.81	28.33	0.0	2.7797574711972266
30	5	2018	11.16	25.19	6.96	2.168528652476653
31	5	2018	8.38	15.09	0.0	1.0591012189741635
1	6	2018	9.0	16.14	10.82	0.8974503842549375
2	6	2018	7.4	18.74	0.0	1.818942895321452
3	6	2018	7.5	24.53	0.0	2.6080252292451513
4	6	2018	10.15	28.89	1.22	2.9123331445631084
5	6	2018	9.78	21.6	0.0	2.1777552976959713
6	6	2018	7.06	27.22	0.0	2.8175197042687508
7	6	2018	9.07	27.3	0.0	2.8083331977581736
8	6	2018	12.61	24.87	0.0	2.4073722105015727
9	6	2018	12.54	30.71	0.0	3.016078803403975
10	6	2018	13.49	25.14	0.0	2.329718951210727
11	6	2018	6.31	18.84	0.0	2.003479603461833
12	6	2018	7.41	22.46	0.0	2.433414254670394
13	6	2018	7.77	26.17	0.0	2.7366301214593216
14	6	2018	9.49	22.13	1.96	2.275710741989911
15	6	2018	8.99	22.93	0.0	2.4127461775711665
16	6	2018	7.49	20.79	0.0	2.253545379128331
17	6	2018	7.96	24.87	0.0	2.642318974658868
18	6	2018	7.49	27.11	0.0	2.8151756774808816
19	6	2018	10.93	25.73	0.0	2.666087942662666
20	6	2018	9.34	28.89	0.0	2.9409908943607435
21	6	2018	11.73	29.25	0.0	2.9417246636942966
22	6	2018	13.84	28.13	0.0	2.8011246312628457
23	6	2018	11.88	26.89	15.25	2.4320503977013024
24	6	2018	14.6	26.36	0.0	2.3720811212807784
25	6	2018	13.51	29.47	2.36	2.424925101130414
26	6	2018	11.82	24.9	0.0	2.403073911576652
27	6	2018	7.1	25.17	0.0	2.6864714755075467
28	6	2018	7.83	25.54	0.0	2.7104362304477747
29	6	2018	11.76	22.64	0.0	2.060530092468021
30	6	2018	12.33	24.17	4.1	1.7981242203720502
1	7	2018	11.02	21.5	1.95	1.868223263972496
2	7	2018	9.05	22.63	2.67	1.7956611108204312
3	7	2018	6.67	21.38	10.22	1.7788038418138636
4	7	2018	10.18	19.5	6.94	1.1276594269338132
5	7	2018	7.15	25.2	0.0	2.443017579069932
6	7	2018	14.4	34.25	0.0	3.0781444766246793
7	7	2018	14.28	30.82	0.0	2.713808347374535
8	7	2018	9.97	25.85	0.0	2.3720851504773446
9	7	2018	9.53	29.61	0.0	2.7809251491788225
10	7	2018	12.82	29.23	6.63	2.107986874946433
11	7	2018	14.61	25.45	0.0	1.7767561781495411
12	7	2018	13.3	29.11	0.0	2.4755557082663175
13	7	2018	12.92	33.05	0.0	2.9203435289847226
14	7	2018	11.71	21.71	0.0	1.4972467179394957
15	7	2018	8.03	26.06	0.0	2.39937565175629
16	7	2018	6.5	26.42	0.0	2.497996612598969
17	7	2018	10.31	34.41	0.0	3.1322107105381116
18	7	2018	16.14	31.8	0.0	2.6306831953857928
19	7	2018	14.11	28.56	0.0	2.355998674257821
20	7	2018	11.96	29.66	0.0	2.6417400520823677
21	7	2018	14.98	28.4	0.0	2.244076131035379
22	7	2018	11.32	23.68	0.0	1.9016608216378523
23	7	2018	8.96	24.12	0.0	2.1538828475753498
24	7	2018	8.13	23.32	2.14	1.7042401273301355
25	7	2018	9.33	21.63	0.0	1.7519904630972585
