Day	Month	Year	Tmin(c)	Tmax(c)	Prcp(mm)	Et0(mm)
1	1	2018	-32.04	-13.94	0.0	0.1725955339843594
2	1	2018	-22.03	-4.29	0.0	0.3274190956793462
3	1	2018	-13.9	-1.55	0.0	0.3430113406204583
4	1	2018	-13.66	-4.65	0.0	0.2472084274366649
5	1	2018	-13.55	-5.26	0.0	0.2278922638156693
6	1	2018	-10.91	2.6	0.0	0.4406116533745899
7	1	2018	-8.08	2.66	0.0	0.3943437108466369
8	1	2018	-9.75	-1.0	0.0	0.2946352512380752
9	1	2018	-9.84	2.23	0.0	0.4131424184112707
10	1	2018	-23.52	-14.9	0.58	0.1317179412313871
11	1	2018	-28.81	-21.73	0.0	0.0728831709638905
12	1	2018	-31.64	-19.76	0.0	0.107851243365336
13	1	2018	-27.06	-7.22	0.0	0.2789908769951374
14	1	2018	-22.22	-7.59	0.0	0.2645302531121821
15	1	2018	-29.49	-14.77	0.0	0.1645847306151885
16	1	2018	-20.92	0.32	0.0	0.444496657722645
17	1	2018	-8.84	3.84	0.0	0.4654272212764079
18	1	2018	-6.74	7.97	0.0	0.6047654366277305
19	1	2018	-5.0	4.92	0.0	0.4284093508554388
20	1	2018	-8.61	1.65	0.0	0.3801105012543879
21	1	2018	-12.0	0.39	0.0	0.3967211101494812
22	1	2018	-10.74	4.92	0.0	0.5483619705064275
23	1	2018	-11.2	1.2	0.0	0.4158510212612539
24	1	2018	-10.58	0.1	0.0	0.3670351923056437
25	1	2018	-8.57	1.2	0.0	0.3690694261392773
26	1	2018	-12.1	-4.88	0.56	0.2256203471398865
27	1	2018	-18.45	-12.65	0.0	0.1245882869496758
28	1	2018	-20.73	-13.06	0.43	0.1472395559279186
29	1	2018	-22.02	-1.96	0.0	0.4059456508773648
30	1	2018	-11.69	5.14	0.0	0.6166388910681191
31	1	2018	-22.5	-12.72	0.0	0.1753055921109811
1	2	2018	-25.65	-13.82	0.0	0.1777693347591582
2	2	2018	-21.27	-16.23	3.93	0.0879126225338594
3	2	2018	-27.67	-19.82	1.04	0.0980394509406889
4	2	2018	-29.31	-16.12	0.0	0.1586877240273123
